"","Dp","Hs","Tp","Ta","Temp","lag","season"
"100121","30","1.61","8.33","7.26","28.5","27","3"
"100122","26","1.66","8.33","7.4","28.5","30","3"
"100123","35","1.55","9.09","7.09","28.5","26","3"
"100124","57","1.64","9.88","7.37","28.7","35","3"
"100125","62","1.57","9.88","7.45","28.7","57","3"
"100126","42","1.6","8.33","7.35","28.7","62","3"
"100127","87","1.65","13.33","7.65","28.8","42","3"
"100128","94","1.72","11.76","7.81","28.7","87","3"
"100129","99","1.53","12.5","7.4","28.7","94","3"
"100130","92","1.69","13.33","7.51","28.8","99","3"
"100131","44","1.56","8.33","7.45","28.8","92","3"
"100132","45","1.59","9.09","7.62","28.9","44","3"
"100133","89","1.55","10.53","7.58","29.0","45","3"
"100134","49","1.68","9.09","7.69","29.2","89","3"
"100135","59","1.62","9.09","7.66","29.2","49","3"
"100136","68","1.71","9.88","7.8","29.2","59","3"
"100137","58","1.61","9.09","7.63","29.2","68","3"
"100138","58","1.65","9.09","7.69","29.2","58","3"
"100139","48","1.81","9.09","7.95","29.1","58","3"
"100140","52","1.76","9.09","7.9","29.0","48","3"
"100141","55","1.85","9.09","7.9","29.0","52","3"
"100142","57","1.62","9.09","7.62","28.8","55","3"
"100143","71","1.88","9.88","7.99","28.7","57","3"
"100144","66","1.76","10.53","7.66","28.8","71","3"
"100145","71","1.81","10.53","7.69","28.7","66","3"
"100146","44","1.78","9.09","7.57","28.7","71","3"
"100147","79","1.8","10.53","7.67","28.8","44","3"
"100148","83","1.81","11.11","7.56","28.7","79","3"
"100149","41","1.88","9.09","7.59","28.7","83","3"
"100150","79","1.76","10.53","7.46","28.7","41","3"
"100151","83","1.74","11.11","7.81","28.6","79","3"
"100152","79","1.96","11.11","7.69","28.5","83","3"
"100153","82","1.93","11.76","7.73","28.5","79","3"
"100154","72","2.0","11.76","7.91","28.3","82","3"
"100155","69","1.88","11.11","7.77","28.4","72","3"
"100156","65","1.87","10.53","7.73","28.3","69","3"
"100157","40","2.03","8.33","8.06","28.2","65","3"
"100158","35","2.12","9.09","8.05","28.2","40","3"
"100159","83","1.99","11.76","8.06","28.2","35","3"
"100160","68","2.21","11.11","8.35","28.2","83","3"
"100161","72","2.27","11.11","8.37","28.2","68","3"
"100162","75","2.14","11.11","8.13","28.1","72","3"
"100163","85","2.44","11.76","8.42","28.0","75","3"
"100164","62","2.31","10.53","8.35","28.0","85","3"
"100165","68","2.31","9.88","8.58","28.0","62","3"
"100166","61","2.1","11.11","8.31","28.0","68","3"
"100167","73","2.27","11.76","8.71","28.0","61","3"
"100168","66","2.11","11.11","8.71","28.0","73","3"
"100169","75","2.14","12.5","8.53","28.0","66","3"
"100170","73","1.94","11.76","8.35","28.2","75","3"
"100171","72","2.13","11.11","8.73","28.3","73","3"
"100172","78","1.8","11.76","8.3","28.5","72","3"
"100173","66","1.91","10.53","8.4","28.8","78","3"
"100174","49","1.79","10.53","8.24","29.0","66","3"
"100175","57","1.79","10.53","8.35","29.0","49","3"
"100176","59","2.09","10.53","8.72","28.9","57","3"
"100177","62","2.11","9.88","8.7","29.0","59","3"
"100178","76","1.95","11.76","8.73","29.0","62","3"
"100179","68","2.01","11.76","8.79","29.0","76","3"
"100180","76","1.94","12.5","8.64","29.2","68","3"
"100181","48","2.1","9.88","8.69","29.3","76","3"
"100182","73","1.76","9.88","8.18","29.4","48","3"
"100183","61","1.77","10.53","8.08","29.1","73","3"
"100184","58","1.66","9.09","7.8","29.0","61","3"
"100185","83","2.02","11.11","8.42","29.0","58","3"
"100186","86","1.78","11.11","7.84","29.0","83","3"
"100187","82","1.89","11.76","8.13","29.0","86","3"
"100188","82","1.83","10.53","8.11","28.9","82","3"
"100189","82","1.9","10.53","8.19","28.8","82","3"
"100190","76","1.79","10.53","7.91","28.7","82","3"
"100191","69","1.81","9.88","7.76","28.7","76","3"
"100192","87","1.77","10.53","7.7","28.7","69","3"
"100193","82","1.76","11.11","7.56","28.5","87","3"
"100194","78","1.73","11.11","7.59","28.5","82","3"
"100195","103","1.79","11.11","7.5","28.6","78","3"
"100196","97","1.88","11.76","7.92","28.7","103","3"
"100197","89","1.75","12.5","7.48","28.5","97","3"
"100198","85","1.82","11.11","8.02","28.4","89","3"
"100199","69","1.8","9.88","7.8","28.4","85","3"
"100200","89","1.62","11.11","7.44","28.4","69","3"
"100201","99","1.54","11.76","7.38","28.2","89","3"
"100202","93","1.53","11.11","7.33","28.2","99","3"
"100203","76","1.53","9.88","7.42","28.2","93","3"
"100204","82","1.7","11.11","7.84","28.2","76","3"
"100205","94","1.48","11.76","7.29","28.2","82","3"
"100206","78","1.63","10.53","7.7","28.2","94","3"
"100207","90","1.71","11.11","8.11","28.2","78","3"
"100208","66","1.64","9.88","7.71","28.2","90","3"
"100209","92","1.7","11.76","7.87","28.1","66","3"
"100210","66","1.74","9.88","7.93","28.0","92","3"
"100211","85","1.52","11.11","7.69","28.0","66","3"
"100212","89","1.78","9.88","8.03","28.0","85","3"
"100213","83","1.56","11.11","7.78","28.0","89","3"
"100214","80","1.83","9.88","8.25","28.0","83","3"
"100215","97","1.65","11.11","7.8","28.0","80","3"
"100216","104","1.49","11.76","7.58","28.0","97","3"
"100217","92","1.6","11.11","7.98","28.0","104","3"
"100218","66","1.57","9.88","7.92","28.1","92","3"
"100219","99","1.5","10.53","8.06","28.2","66","3"
"100220","100","1.59","9.88","8.01","28.3","99","3"
"100221","89","1.57","11.11","8.11","28.5","100","3"
"100222","80","1.72","9.88","8.32","28.5","89","3"
"100223","73","1.47","11.11","7.96","28.7","80","3"
"100224","73","1.44","10.53","7.67","28.8","73","3"
"100225","89","1.65","11.11","8.03","29.0","73","3"
"100226","79","1.49","9.09","7.79","29.0","89","3"
"100227","73","1.74","9.88","8.21","29.0","79","3"
"100228","83","1.59","10.53","7.7","29.0","73","3"
"100229","86","1.61","10.53","7.87","28.9","83","3"
"100230","83","1.55","11.11","7.9","28.8","86","3"
"100231","93","1.63","10.53","8.07","28.8","83","3"
"100232","90","1.79","9.88","8.12","28.9","93","3"
"100233","75","1.78","11.76","7.99","28.8","90","3"
"100234","78","1.58","11.76","7.98","28.8","75","3"
"100235","78","1.77","11.11","8.38","28.7","78","3"
"100236","96","1.75","9.88","8.36","28.8","78","3"
"100237","87","1.66","10.53","8.36","28.7","96","3"
"100238","103","1.85","10.53","8.69","28.7","87","3"
"100239","87","1.81","10.53","8.51","28.7","103","3"
"100240","86","1.84","10.53","8.44","28.7","87","3"
"100241","87","1.72","11.11","8.52","28.6","86","3"
"100242","78","1.65","12.5","8.41","28.5","87","3"
"100243","87","1.73","10.53","8.4","28.5","78","3"
"100244","86","1.78","10.53","8.3","28.5","87","3"
"100245","94","1.59","11.76","8.12","28.3","86","3"
"100246","82","1.72","11.11","8.45","28.3","94","3"
"100247","82","1.95","11.11","8.9","28.2","82","3"
"100248","89","1.87","11.11","8.64","28.0","82","3"
"100249","92","1.82","10.53","8.67","28.0","89","3"
"100250","82","2.03","12.5","8.99","28.0","92","3"
"100251","85","2.02","9.88","8.87","28.0","82","3"
"100252","90","1.85","10.53","8.74","28.0","85","3"
"100253","82","1.94","10.53","8.6","28.0","90","3"
"100254","86","1.95","9.88","8.59","28.0","82","3"
"100255","80","1.7","11.76","8.46","28.2","86","3"
"100256","92","1.84","10.53","8.72","28.0","80","3"
"100257","93","1.79","10.53","8.52","28.0","92","3"
"100258","78","1.95","9.88","8.81","28.1","93","3"
"100259","79","1.98","11.76","8.96","28.2","78","3"
"100260","83","2.16","11.11","9.3","28.2","79","3"
"100261","89","2.01","10.53","9.05","28.2","83","3"
"100262","75","1.85","11.11","8.85","28.2","89","3"
"100263","90","1.97","11.76","8.75","28.2","75","3"
"100264","100","2.09","12.5","8.99","28.2","90","3"
"100265","92","1.99","11.11","8.52","28.2","100","3"
"100266","102","2.24","12.5","8.97","28.2","92","3"
"100267","80","2.13","11.11","8.42","28.3","102","3"
"100268","76","2.04","11.11","8.09","28.3","80","3"
"100269","99","2.1","11.76","8.33","28.3","76","3"
"100270","100","1.97","13.33","8.03","28.4","99","3"
"100271","106","2.24","13.33","8.54","28.5","100","3"
"100272","87","2.26","11.11","8.82","28.5","106","3"
"100273","106","2.31","13.33","9.25","28.5","87","3"
"100274","106","2.35","12.5","9.03","28.5","106","3"
"100275","102","2.32","12.5","9.19","28.5","106","3"
"100276","109","2.63","14.29","9.75","28.5","102","3"
"100277","104","2.88","13.33","9.95","28.6","109","3"
"100278","103","2.6","13.33","9.39","28.6","104","3"
"100279","113","2.57","15.38","9.44","28.5","103","3"
"100280","110","2.71","15.38","9.42","28.5","113","3"
"100281","107","2.63","14.29","9.22","28.5","110","3"
"100282","109","2.61","13.33","9.29","28.5","107","3"
"100283","104","2.68","14.29","9.13","28.5","109","3"
"100284","114","2.66","14.29","9.18","28.5","104","3"
"100285","106","2.57","13.33","8.57","28.4","114","3"
"100286","114","2.86","15.38","9.3","28.3","106","3"
"100287","107","2.69","13.33","8.87","28.3","114","3"
"100288","114","2.64","14.29","8.31","28.3","107","3"
"100289","120","2.92","15.38","9.27","28.4","114","3"
"100290","111","3.27","14.29","9.78","28.5","120","3"
"100291","111","3.01","13.33","9.08","28.5","111","3"
"100292","117","3.18","14.29","9.13","28.5","111","3"
"100293","116","2.94","15.38","8.52","28.4","117","3"
"100294","117","3.64","14.29","9.71","28.4","116","3"
"100295","124","3.28","15.38","9.21","28.3","117","3"
"100296","117","3.38","14.29","9.51","28.3","124","3"
"100297","114","3.73","14.29","9.86","28.3","117","3"
"100298","121","3.79","15.38","10.06","28.3","114","3"
"100299","123","4.1","16.67","10.27","28.2","121","3"
"100300","123","4.01","16.67","9.97","28.2","123","3"
"100301","130","3.95","16.67","9.39","28.2","123","3"
"100302","120","4.44","16.67","10.11","28.0","130","3"
"100303","117","4.75","16.67","10.11","28.0","120","3"
"100304","120","4.82","15.38","9.47","27.8","117","3"
"100305","117","5.06","15.38","9.65","27.7","120","3"
"100306","117","5.39","15.38","10.16","27.5","117","3"
"100307","118","5.8","16.67","10.06","27.5","117","3"
"100308","121","6.08","15.38","10.0","27.3","118","3"
"100309","110","6.11","14.29","9.92","27.3","121","3"
"100310","116","6.31","13.33","9.93","27.0","110","3"
"100311","114","6.55","14.29","10.08","27.0","116","3"
"100312","117","6.91","14.29","10.11","26.8","114","3"
"100313","118","6.62","14.29","9.92","26.8","117","3"
"100314","124","6.88","14.29","9.84","26.2","118","3"
"100315","125","6.95","14.29","10.0","26.2","124","3"
"100316","125","6.04","15.38","9.2","26.2","125","3"
"100317","118","6.52","14.29","9.64","26.1","125","3"
"100318","123","6.42","13.33","9.47","26.1","118","3"
