,runoff_obs,basin_cfs_pred,Id,year,month,day,precip,tmax,tmin
856,2.3,1.091126,857,2005,2,3,0.0,40.8,20.8
857,2.0,1.0845129999999998,858,2005,2,4,0.0,43.1,22.8
858,1.9,1.0790110000000002,859,2005,2,5,0.0,46.3,24.7
859,1.9,1.074422,860,2005,2,6,0.0,44.4,21.7
860,1.9,1.07154,861,2005,2,7,0.22,38.3,21.3
861,1.9,1.067432,862,2005,2,8,0.12,35.1,17.2
862,1.9,1.064668,863,2005,2,9,0.0,34.9,12.8
863,1.9,1.0623559999999999,864,2005,2,10,0.0,38.9,15.7
864,1.9,1.060371,865,2005,2,11,0.0,40.2,19.0
865,1.9,1.058917,866,2005,2,12,0.19,33.6,25.1
866,1.8,1.0571700000000002,867,2005,2,13,0.0,41.8,25.4
867,1.9,1.055856,868,2005,2,14,0.0,47.5,28.6
868,1.8,1.054692,869,2005,2,15,0.0,46.6,28.0
869,1.7,1.0536530000000002,870,2005,2,16,0.08,30.9,21.8
870,1.5,1.052718,871,2005,2,17,0.0,33.9,20.5
871,1.5,1.051862,872,2005,2,18,0.04,36.3,21.0
872,1.5,1.051535,873,2005,2,19,0.22,36.2,26.0
873,1.6,1.152082,874,2005,2,20,0.1,42.2,29.1
874,1.6,1.0826879999999999,875,2005,2,21,0.02,42.6,26.5
875,1.6,1.076927,876,2005,2,22,0.38,34.4,28.1
876,1.6,1.138962,877,2005,2,23,0.51,38.8,29.2
877,1.6,1.104629,878,2005,2,24,0.08,37.3,25.1
878,1.6,1.089943,879,2005,2,25,0.0,43.1,22.1
879,1.6,1.081961,880,2005,2,26,0.0,43.7,24.7
880,1.7,1.075315,881,2005,2,27,0.0,44.4,25.1
881,1.7,1.069791,882,2005,2,28,0.0,46.6,25.6
882,1.8,1.162642,883,2005,3,1,0.06,43.8,23.3
883,1.8,1.098897,884,2005,3,2,0.0,45.0,24.3
884,1.8,1.414379,885,2005,3,3,0.26,46.5,27.7
885,1.8,1.220779,886,2005,3,4,0.0,41.7,26.9
886,1.8,1.188668,887,2005,3,5,0.0,43.8,27.5
887,1.9,1.162472,888,2005,3,6,0.0,45.9,26.4
888,1.9,1.141008,889,2005,3,7,0.0,48.9,26.8
889,2.0,1.132144,890,2005,3,8,0.0,56.0,28.4
890,2.1,1.1721,891,2005,3,9,0.0,59.1,32.3
891,2.2,1.244119,892,2005,3,10,0.0,61.9,33.3
892,2.2,1.259795,893,2005,3,11,0.0,57.5,33.1
893,2.4,1.274259,894,2005,3,12,0.0,57.1,33.2
894,2.5,1.408339,895,2005,3,13,0.0,64.3,28.7
895,2.3,1.275261,896,2005,3,14,0.0,40.8,22.6
896,2.5,1.23929,897,2005,3,15,0.0,35.9,18.3
897,2.3,1.208222,898,2005,3,16,0.0,42.3,20.7
898,2.2,1.1820620000000002,899,2005,3,17,0.0,48.9,27.2
899,2.2,1.160082,900,2005,3,18,0.0,47.1,26.5
900,2.2,1.145683,901,2005,3,19,0.0,49.5,25.8
901,2.2,1.55174,902,2005,3,20,0.09,47.2,27.8
902,2.2,1.27728,903,2005,3,21,0.02,43.1,28.1
903,2.2,1.238925,904,2005,3,22,0.0,44.9,27.3
904,2.3,2.217716,905,2005,3,23,0.23,47.8,29.5
905,2.2,1.6569900000000002,906,2005,3,24,0.43,37.1,27.8
906,2.1,1.665548,907,2005,3,25,0.32,40.3,24.5
907,2.1,1.539244,908,2005,3,26,0.08,36.1,21.5
908,2.1,1.459716,909,2005,3,27,0.0,41.1,21.9
909,2.2,1.4176229999999999,910,2005,3,28,0.08,57.7,29.9
910,2.1,1.349197,911,2005,3,29,0.23,47.4,25.2
911,2.1,1.301411,912,2005,3,30,0.07,41.0,21.5
912,2.1,1.2612430000000001,913,2005,3,31,0.0,38.1,19.3
913,2.2,1.227587,914,2005,4,1,0.0,41.3,17.4
914,2.1,1.221552,915,2005,4,2,0.0,59.7,23.2
915,2.2,1.352624,916,2005,4,3,0.0,61.6,34.1
916,2.2,1.3208959999999998,917,2005,4,4,0.0,55.6,34.4
917,2.1,1.248607,918,2005,4,5,0.03,42.7,25.1
918,2.1,1.217056,919,2005,4,6,0.0,48.7,23.7
919,2.3,1.214259,920,2005,4,7,0.0,59.3,30.0
920,2.4,1.3764319999999999,921,2005,4,8,0.0,62.7,32.2
921,2.4,1.8596549999999998,922,2005,4,9,0.19,48.7,26.0
922,2.3,1.68718,923,2005,4,10,0.02,41.2,27.2
923,2.3,1.505175,924,2005,4,11,0.0,44.8,25.2
924,2.4,1.4482059999999999,925,2005,4,12,0.0,54.6,26.8
925,2.5,1.42333,926,2005,4,13,0.0,61.7,37.5
926,2.6,1.359137,927,2005,4,14,0.0,61.1,26.0
927,2.5,1.302271,928,2005,4,15,0.0,46.7,22.5
928,2.6,1.271695,929,2005,4,16,0.0,53.5,25.6
929,2.8,1.267217,930,2005,4,17,0.0,63.9,33.8
930,3.0,1.283241,931,2005,4,18,0.0,65.3,42.0
931,3.2,1.580355,932,2005,4,19,0.95,48.9,26.6
932,2.9,1.2965659999999999,933,2005,4,20,0.45,35.8,24.6
933,3.0,1.256943,934,2005,4,21,0.0,43.7,25.7
934,3.0,1.233831,935,2005,4,22,0.0,53.2,29.3
935,3.0,1.2129370000000002,936,2005,4,23,0.0,54.3,35.4
936,4.0,3.4079620000000004,937,2005,4,24,0.72,57.3,36.4
937,4.3,2.683037,938,2005,4,25,0.41,40.7,33.5
938,4.7,3.1109310000000003,939,2005,4,26,0.22,47.0,33.9
939,5.3,2.478128,940,2005,4,27,0.0,56.1,35.6
940,5.8,3.452811,941,2005,4,28,0.03,55.8,35.9
941,6.3,2.629234,942,2005,4,29,0.03,51.2,32.2
942,6.8,2.431895,943,2005,4,30,0.02,51.4,29.6
943,6.5,3.708306,944,2005,5,1,0.18,52.2,34.7
944,6.6,4.876221,945,2005,5,2,0.15,44.3,34.5
945,6.5,4.850313,946,2005,5,3,0.13,52.0,34.1
946,6.6,4.801880000000001,947,2005,5,4,0.01,59.1,36.9
947,7.4,5.311411,948,2005,5,5,0.0,64.0,42.8
948,7.6,7.106917,949,2005,5,6,0.07,60.5,35.5
949,7.5,5.772854,950,2005,5,7,0.04,51.5,32.0
950,7.6,5.971099,951,2005,5,8,0.01,54.7,33.7
951,8.0,7.061767999999999,952,2005,5,9,0.0,60.3,39.1
952,8.1,12.082056,953,2005,5,10,0.17,56.0,32.3
953,8.0,8.776089,954,2005,5,11,0.29,37.8,30.6
954,8.1,8.05622,955,2005,5,12,0.07,48.5,30.5
955,8.0,8.493996000000001,956,2005,5,13,0.04,55.4,31.0
956,8.0,9.237553,957,2005,5,14,0.0,59.0,36.5
957,8.0,10.418196,958,2005,5,15,0.04,63.1,40.5
958,9.2,12.02595,959,2005,5,16,0.0,69.0,41.9
959,10.0,43.433578999999995,960,2005,5,17,0.47,65.8,30.7
960,10.0,27.443773999999998,961,2005,5,18,0.06,56.5,33.7
961,14.0,27.463818,962,2005,5,19,0.0,69.8,43.9
1048,19.0,21.452655,1049,2005,8,14,0.34,78.5,51.4
1049,19.0,16.365544,1050,2005,8,15,0.05,77.2,53.4
1050,17.0,17.316205,1051,2005,8,16,0.14,71.9,52.4
1051,16.0,15.349271,1052,2005,8,17,0.07,70.4,48.9
1052,16.0,13.455492999999999,1053,2005,8,18,0.0,77.0,53.2
1053,16.0,12.760891,1054,2005,8,19,0.0,77.1,52.9
1054,15.0,12.172206,1055,2005,8,20,0.0,79.4,52.6
1055,15.0,11.576341000000001,1056,2005,8,21,0.0,81.1,57.4
1056,14.0,10.990965,1057,2005,8,22,0.03,79.9,57.9
1057,14.0,10.497049,1058,2005,8,23,0.0,81.0,56.9
1058,13.0,9.952935,1059,2005,8,24,0.0,81.3,57.5
1059,13.0,9.427712,1060,2005,8,25,0.0,79.0,61.1
1060,12.0,9.000525,1061,2005,8,26,0.0,80.2,58.1
1061,12.0,8.537772,1062,2005,8,27,0.0,82.3,57.7
1062,12.0,8.123196,1063,2005,8,28,0.0,85.3,58.2
1063,11.0,7.690945,1064,2005,8,29,0.0,86.3,60.0
1064,11.0,7.296075,1065,2005,8,30,0.0,87.3,58.2
1065,11.0,6.919942999999999,1066,2005,8,31,0.0,71.1,44.7
1066,9.8,6.675961999999999,1067,2005,9,1,0.0,72.9,45.3
1067,9.5,6.372132,1068,2005,9,2,0.0,81.0,50.9
1068,9.1,6.052016,1069,2005,9,3,0.0,80.5,57.0
1069,8.6,5.7699300000000004,1070,2005,9,4,0.0,80.3,54.5
1070,8.1,5.507557,1071,2005,9,5,0.0,78.6,52.4
1071,7.8,5.271171,1072,2005,9,6,0.0,79.4,53.1
1072,7.4,5.045225,1073,2005,9,7,0.0,80.1,56.2
1073,7.0,4.833905000000001,1074,2005,9,8,0.0,80.1,56.0
1074,6.8,4.640136,1075,2005,9,9,0.0,79.2,55.1
1075,6.6,4.4626220000000005,1076,2005,9,10,0.0,73.5,49.8
1076,6.3,4.309881,1077,2005,9,11,0.0,66.9,37.5
1077,6.3,4.182277,1078,2005,9,12,0.0,59.9,37.0
1078,6.1,4.055521,1079,2005,9,13,0.0,63.8,37.2
1079,5.6,3.937578,1080,2005,9,14,0.0,66.7,39.7
1080,5.3,3.823174,1081,2005,9,15,0.0,65.9,41.7
1081,4.9,3.71896,1082,2005,9,16,0.0,72.6,45.0
1082,4.7,3.6028050000000005,1083,2005,9,17,0.0,70.5,48.4
1083,4.6,3.500053,1084,2005,9,18,0.0,69.4,42.2
1084,4.5,3.409099,1085,2005,9,19,0.0,65.6,41.0
1085,4.3,3.328403,1086,2005,9,20,0.0,73.8,43.9
1086,5.6,7.993765,1087,2005,9,21,0.49,73.9,49.7
1087,4.5,5.558414,1088,2005,9,22,0.07,66.2,47.5
1088,4.6,6.059386,1089,2005,9,23,0.0,69.5,46.1
1089,4.6,3.939636,1090,2005,9,24,0.0,71.7,48.3
1090,4.7,3.769878,1091,2005,9,25,0.0,64.1,36.2
1091,4.6,3.656075,1092,2005,9,26,0.0,60.2,33.3
1092,5.1,6.7213389999999995,1093,2005,9,27,0.08,68.6,40.3
1093,4.6,6.296352,1094,2005,9,28,0.3,64.0,42.6
1094,4.4,4.42435,1095,2005,9,29,0.0,63.2,42.3
1095,4.3,4.351791,1096,2005,9,30,0.0,69.5,44.2
1096,3.7,4.300743,1097,2005,10,1,0.0,74.7,46.2
1097,3.6,4.1596400000000004,1098,2005,10,2,0.0,73.5,49.5
1098,3.6,3.927169,1099,2005,10,3,0.0,69.5,42.7
1099,3.7,4.021921,1100,2005,10,4,0.03,54.7,35.4
1100,3.6,3.6890660000000004,1101,2005,10,5,0.0,48.2,27.5
1101,3.5,3.596953,1102,2005,10,6,0.0,48.9,25.9
1102,3.4,3.505907,1103,2005,10,7,0.0,57.6,29.0
1103,3.5,3.426938,1104,2005,10,8,0.0,71.8,39.4
1104,3.6,3.3066410000000004,1105,2005,10,9,0.0,56.7,31.1
1105,3.6,3.424607,1106,2005,10,10,0.07,49.8,30.3
1106,3.5,3.177031,1107,2005,10,11,0.0,51.9,29.1
1107,3.3,3.115054,1108,2005,10,12,0.0,57.2,31.9
1108,3.2,3.053824,1109,2005,10,13,0.0,58.2,37.0
1109,3.1,3.0133240000000003,1110,2005,10,14,0.0,65.9,38.7
1110,2.9,2.940109,1111,2005,10,15,0.0,69.5,42.9
1111,3.0,2.88993,1112,2005,10,16,0.0,63.3,43.0
1112,2.9,2.807443,1113,2005,10,17,0.0,61.9,38.8
1113,3.2,2.758034,1114,2005,10,18,0.0,63.6,41.5
1114,3.0,2.706761,1115,2005,10,19,0.02,56.5,40.9
1115,3.0,4.030933999999999,1116,2005,10,20,0.13,60.0,37.8
1116,3.0,2.669423,1117,2005,10,21,0.0,60.5,39.2
1117,2.9,2.6264220000000003,1118,2005,10,22,0.0,60.7,39.2
1118,2.8,2.5811990000000002,1119,2005,10,23,0.0,60.1,38.7
1119,2.7,2.540868,1120,2005,10,24,0.0,62.8,41.4
1120,2.7,2.5017720000000003,1121,2005,10,25,0.0,64.6,42.4
1121,2.7,2.461279,1122,2005,10,26,0.0,61.3,39.1
1122,2.7,3.434219,1123,2005,10,27,0.09,60.0,37.3
1123,2.9,2.421008,1124,2005,10,28,0.02,57.9,39.6
1124,2.7,2.812442,1125,2005,10,29,0.22,49.9,34.9
1125,2.7,2.368562,1126,2005,10,30,0.01,49.0,34.6
1126,2.6,2.587227,1127,2005,10,31,0.24,48.2,29.7
1127,2.7,2.313796,1128,2005,11,1,0.0,56.6,31.2
1128,2.7,2.2932040000000002,1129,2005,11,2,0.0,63.9,38.6
1129,2.7,2.2663130000000002,1130,2005,11,3,0.0,59.6,43.5
1130,2.6,2.241484,1131,2005,11,4,0.0,51.4,36.1
1131,2.6,2.219919,1132,2005,11,5,0.0,54.7,31.6
1132,2.6,2.199713,1133,2005,11,6,0.0,51.4,29.4
1133,2.5,2.180805,1134,2005,11,7,0.0,58.7,38.8
1134,2.5,2.163928,1135,2005,11,8,0.0,58.6,41.2
1135,2.5,2.147195,1136,2005,11,9,0.0,56.6,36.6
1136,2.4,2.496725,1137,2005,11,10,0.02,54.5,34.7
1137,2.5,2.172348,1138,2005,11,11,0.0,55.7,37.5
1138,2.5,2.286028,1139,2005,11,12,0.11,51.6,28.8
1139,2.5,2.133194,1140,2005,11,13,0.0,51.0,29.2
1140,2.5,2.114937,1141,2005,11,14,0.0,52.2,28.1
1141,2.5,2.0989169999999997,1142,2005,11,15,0.0,53.8,20.2
1142,2.5,2.083724,1143,2005,11,16,0.0,36.9,15.4
1143,2.4,2.070866,1144,2005,11,17,0.0,47.1,23.2
1144,2.5,2.0589060000000003,1145,2005,11,18,0.0,47.1,24.2
1145,2.4,2.047341,1146,2005,11,19,0.0,52.3,25.3
1146,2.3,2.037105,1147,2005,11,20,0.0,50.9,25.5
1147,2.3,2.027315,1148,2005,11,21,0.0,53.4,26.0
1148,2.2,2.0185,1149,2005,11,22,0.0,53.9,28.0
1149,2.3,2.010709,1150,2005,11,23,0.0,54.4,29.3
1150,2.3,2.004077,1151,2005,11,24,0.0,54.1,28.0
1151,2.3,1.9982259999999998,1152,2005,11,25,0.0,51.7,28.5
1152,2.3,1.993021,1153,2005,11,26,0.0,54.6,28.7
1153,2.3,1.9883389999999999,1154,2005,11,27,0.0,36.8,12.0
1154,2.3,1.9841090000000001,1155,2005,11,28,0.0,28.5,6.2
1155,2.3,1.9802349999999997,1156,2005,11,29,0.08,29.3,10.6
1156,2.3,1.97665,1157,2005,11,30,0.01,46.8,22.2
1157,2.2,1.97331,1158,2005,12,1,0.0,43.8,23.3
1158,2.2,1.970161,1159,2005,12,2,0.0,51.7,38.6
1159,2.1,1.9858919999999998,1160,2005,12,3,0.21,42.0,19.6
1160,2.1,1.96432,1161,2005,12,4,0.0,29.0,12.3
1161,2.1,1.9615529999999999,1162,2005,12,5,0.0,30.2,7.4
1162,2.1,1.958869,1163,2005,12,6,0.0,35.2,8.2
1163,2.1,1.9562560000000002,1164,2005,12,7,0.0,39.9,13.2
1164,2.1,1.953703,1165,2005,12,8,0.0,22.2,5.7
1165,2.1,1.951202,1166,2005,12,9,0.0,32.9,11.9
1166,2.0,1.9487439999999998,1167,2005,12,10,0.0,40.1,17.0
1167,2.0,1.9463240000000002,1168,2005,12,11,0.0,42.1,18.5
1168,2.0,1.9439369999999998,1169,2005,12,12,0.0,40.7,17.6
1169,1.9,1.9415790000000002,1170,2005,12,13,0.0,42.5,19.0
1170,1.9,1.9392470000000002,1171,2005,12,14,0.0,44.9,11.1
1171,1.9,1.936939,1172,2005,12,15,0.0,28.8,7.5
1172,1.9,1.93465,1173,2005,12,16,0.0,32.5,9.6
1173,1.9,1.932382,1174,2005,12,17,0.0,35.8,14.6
1174,1.8,1.930143,1175,2005,12,18,0.0,36.0,18.4
1175,1.8,1.9279169999999999,1176,2005,12,19,0.01,36.4,24.2
1176,1.8,1.925705,1177,2005,12,20,0.0,44.8,26.0
1177,1.6,1.923505,1178,2005,12,21,0.0,51.3,31.1
1178,1.6,1.925081,1179,2005,12,22,0.0,60.2,35.8
1179,1.5,1.919372,1180,2005,12,23,0.0,54.4,37.8
1180,1.5,1.9170610000000001,1181,2005,12,24,0.0,52.0,29.4
1181,1.5,1.9149049999999999,1182,2005,12,25,0.0,53.0,30.3
1182,1.5,1.912938,1183,2005,12,26,0.0,54.3,35.3
1183,1.5,1.9966540000000002,1184,2005,12,27,0.11,45.1,26.5
1184,1.5,1.9086029999999998,1185,2005,12,28,0.0,46.2,26.2
1185,1.5,1.906484,1186,2005,12,29,0.0,50.0,31.5
1186,1.5,1.9043759999999998,1187,2005,12,30,0.0,39.8,22.1
1187,1.5,1.902279,1188,2005,12,31,0.0,47.8,30.5
1188,1.5,1.99255,1189,2006,1,1,0.27,46.4,24.7
1189,1.5,1.8982080000000001,1190,2006,1,2,0.14,39.8,26.4
1190,1.5,1.907375,1191,2006,1,3,0.36,42.0,29.6
1191,1.5,1.894105,1192,2006,1,4,0.0,42.9,27.8
1192,1.5,1.892052,1193,2006,1,5,0.0,43.7,24.0
1193,1.5,1.890011,1194,2006,1,6,0.0,47.2,25.1
1194,1.5,1.8879970000000001,1195,2006,1,7,0.0,56.0,31.4
1195,1.5,1.885961,1196,2006,1,8,0.0,48.4,31.0
1196,1.5,1.883951,1197,2006,1,9,0.0,37.8,14.0
1197,1.5,1.881951,1198,2006,1,10,0.0,35.9,14.1
1198,1.5,1.879961,1199,2006,1,11,0.0,49.4,22.3
1199,1.5,1.918825,1200,2006,1,12,0.05,50.7,25.1
1200,1.5,1.876167,1201,2006,1,13,0.0,39.6,21.4
1201,1.5,1.8742020000000001,1202,2006,1,14,0.0,50.7,25.5
1202,1.5,2.302707,1203,2006,1,15,0.04,48.5,26.3
1203,1.5,1.8991619999999998,1204,2006,1,16,0.0,32.3,12.5
1204,1.5,1.868886,1205,2006,1,17,0.0,29.1,9.3
1205,1.4,1.8669360000000002,1206,2006,1,18,0.0,45.2,20.3
1206,1.4,1.8854419999999998,1207,2006,1,19,0.11,41.8,17.7
1207,1.4,1.863091,1208,2006,1,20,0.0,29.9,13.4
1208,1.4,1.861159,1209,2006,1,21,0.0,32.8,10.1
1209,1.4,1.859247,1210,2006,1,22,0.0,34.1,16.1
1210,1.3,1.8573400000000002,1211,2006,1,23,0.0,30.5,9.7
1211,1.3,1.855446,1212,2006,1,24,0.0,37.3,11.6
1212,1.3,1.853562,1213,2006,1,25,0.0,43.5,19.8
1213,1.3,1.85169,1214,2006,1,26,0.02,43.3,21.0
1214,1.3,1.849827,1215,2006,1,27,0.0,43.7,23.6
1215,1.3,1.8516849999999998,1216,2006,1,28,0.0,37.4,16.3
1216,1.3,1.846138,1217,2006,1,29,0.0,39.9,18.5
1217,1.3,1.8443029999999998,1218,2006,1,30,0.0,42.6,25.6
1218,1.2,1.9112490000000002,1219,2006,1,31,0.09,51.2,29.1
1219,1.2,1.8408669999999998,1220,2006,2,1,0.0,42.1,26.7
1220,1.4,1.9483169999999999,1221,2006,2,2,0.05,49.8,33.4
1221,1.3,1.898993,1222,2006,2,3,0.22,42.7,24.0
1222,1.3,1.837011,1223,2006,2,4,0.0,44.3,23.5
1223,1.3,1.834998,1224,2006,2,5,0.0,52.2,23.5
1224,1.4,1.8330229999999998,1225,2006,2,6,0.0,36.0,14.1
1225,1.3,1.8310970000000002,1226,2006,2,7,0.0,45.4,19.0
1226,1.3,1.8292080000000002,1227,2006,2,8,0.0,51.3,22.6
1227,1.3,1.827389,1228,2006,2,9,0.0,52.5,23.9
1228,1.3,1.825519,1229,2006,2,10,0.0,51.2,23.7
1229,1.3,1.82371,1230,2006,2,11,0.0,38.9,15.0
1230,1.3,1.821923,1231,2006,2,12,0.0,41.8,15.8
1231,1.3,1.820154,1232,2006,2,13,0.0,47.2,18.2
1232,1.3,1.8184,1233,2006,2,14,0.0,46.5,20.9
1233,1.0,1.816662,1234,2006,2,15,0.0,43.4,22.7
1234,1.0,1.8149380000000002,1235,2006,2,16,0.09,25.9,4.4
1235,1.0,1.813229,1236,2006,2,17,0.0,25.8,2.5
1236,1.0,1.8115259999999997,1237,2006,2,18,0.43,30.5,9.4
1237,1.0,1.809838,1238,2006,2,19,0.21,27.0,11.2
1238,1.0,1.8081619999999998,1239,2006,2,20,0.17,26.4,7.8
1239,1.0,1.8064930000000001,1240,2006,2,21,0.0,27.9,4.9
1240,1.0,1.804834,1241,2006,2,22,0.0,33.7,7.5
1241,1.0,1.8031810000000001,1242,2006,2,23,0.0,43.2,12.8
1242,1.0,1.801538,1243,2006,2,24,0.0,45.8,21.3
1243,1.0,1.7999459999999998,1244,2006,2,25,0.0,49.5,24.0
1244,1.0,1.8006900000000001,1245,2006,2,26,0.0,53.1,27.0
1245,1.0,1.803307,1246,2006,2,27,0.0,56.7,31.0
1246,1.0,2.093065,1247,2006,2,28,0.06,55.4,40.0
1247,1.0,1.898869,1248,2006,3,1,0.31,46.4,24.3
1248,1.0,1.808013,1249,2006,3,2,0.0,43.3,23.4
1249,1.0,1.8038439999999998,1250,2006,3,3,0.0,50.8,26.8
1250,1.0,1.831711,1251,2006,3,4,0.2,44.6,17.7
1251,1.0,1.796385,1252,2006,3,5,0.0,39.8,16.2
1252,1.0,1.7936040000000002,1253,2006,3,6,0.0,50.5,25.0
1253,1.0,1.916614,1254,2006,3,7,0.16,46.1,29.4
1254,1.0,1.788315,1255,2006,3,8,0.62,36.0,22.6
1255,1.0,1.785883,1256,2006,3,9,0.0,36.2,20.8
1256,1.0,1.78362,1257,2006,3,10,0.12,37.3,9.8
1257,1.0,1.781498,1258,2006,3,11,0.0,26.7,7.5
1258,1.0,1.779494,1259,2006,3,12,0.06,26.0,8.1
1259,1.0,1.777584,1260,2006,3,13,0.0,29.8,7.7
1260,1.0,1.775755,1261,2006,3,14,0.0,33.7,12.4
1261,1.0,1.7845119999999999,1262,2006,3,15,0.12,44.3,15.9
1262,1.0,1.7723959999999999,1263,2006,3,16,0.0,40.0,19.0
1263,1.1,1.7707400000000002,1264,2006,3,17,0.0,44.6,26.1
1264,1.0,1.7691270000000001,1265,2006,3,18,0.0,41.9,24.0
1265,1.0,1.7686380000000002,1266,2006,3,19,1.01,36.4,22.8
1266,1.0,1.7659880000000001,1267,2006,3,20,0.0,32.5,17.8
1267,1.2,1.7650130000000002,1268,2006,3,21,0.1,36.9,18.2
1268,1.1,1.7629290000000002,1269,2006,3,22,0.0,39.1,24.2
1269,1.2,1.761427,1270,2006,3,23,0.0,42.5,23.0
1270,1.3,1.75994,1271,2006,3,24,0.0,50.3,25.2
1271,1.5,1.7643959999999999,1272,2006,3,25,0.0,56.8,31.5
1272,1.4,1.76853,1273,2006,3,26,0.02,55.3,26.4
1273,1.4,1.7623360000000001,1274,2006,3,27,0.0,45.4,22.8
1274,1.6,1.8873540000000002,1275,2006,3,28,0.01,53.5,25.5
1275,1.3,2.07311,1276,2006,3,29,0.45,47.6,30.8
1276,1.3,1.876112,1277,2006,3,30,0.01,42.2,23.9
1277,1.4,1.852168,1278,2006,3,31,0.0,45.2,25.6
1278,1.3,1.832079,1279,2006,4,1,0.0,44.9,32.1
1279,1.4,1.8156580000000002,1280,2006,4,2,0.0,46.0,26.0
1280,1.5,1.802907,1281,2006,4,3,0.0,54.1,26.1
1281,2.0,1.8570849999999999,1282,2006,4,4,0.0,60.5,38.5
1282,2.2,2.916054,1283,2006,4,5,0.39,54.8,40.5
1283,1.9,2.180441,1284,2006,4,6,0.24,40.9,28.7
1284,1.8,2.096394,1285,2006,4,7,0.0,49.8,27.9
1285,1.9,2.036159,1286,2006,4,8,0.0,54.0,27.5
1286,1.9,2.024255,1287,2006,4,9,0.0,59.8,34.8
1287,1.9,2.037071,1288,2006,4,10,0.0,61.5,31.5
1288,1.9,2.525297,1289,2006,4,11,0.19,50.8,29.3
1289,1.9,2.072584,1290,2006,4,12,0.0,53.3,31.1
1290,2.0,2.065275,1291,2006,4,13,0.0,61.7,37.9
1291,2.2,2.0428479999999998,1292,2006,4,14,0.0,63.5,40.2
1292,2.3,3.222238,1293,2006,4,15,0.23,57.9,36.8
1293,2.3,4.3328050000000005,1294,2006,4,16,0.18,57.8,35.7
1294,2.2,4.033304,1295,2006,4,17,0.11,55.8,32.0
1295,2.1,3.113808,1296,2006,4,18,0.0,39.1,21.7
1296,2.0,2.9198,1297,2006,4,19,0.0,42.0,21.5
1297,1.9,2.733027,1298,2006,4,20,0.0,49.7,24.1
1298,2.0,2.597753,1299,2006,4,21,0.0,57.9,29.7
1299,2.1,2.776017,1300,2006,4,22,0.0,65.3,36.1
1300,2.2,2.795284,1301,2006,4,23,0.0,63.1,37.3
1301,2.1,2.780829,1302,2006,4,24,0.0,51.7,31.0
1302,2.1,2.506297,1303,2006,4,25,0.0,53.9,29.9
1303,2.2,2.407834,1304,2006,4,26,0.0,54.7,32.9
1304,2.4,2.8336580000000002,1305,2006,4,27,0.0,62.8,38.6
1305,2.7,3.103181,1306,2006,4,28,0.0,63.9,38.6
1306,3.0,3.338249,1307,2006,4,29,0.0,64.3,37.9
1307,3.4,4.000113,1308,2006,4,30,0.0,67.9,40.9
1308,3.9,4.426824,1309,2006,5,1,0.0,65.5,40.4
1309,4.5,5.443148000000001,1310,2006,5,2,0.0,69.6,40.1
1310,5.0,6.386455000000001,1311,2006,5,3,0.01,64.2,37.4
1311,5.7,6.827033,1312,2006,5,4,0.01,62.3,37.7
1312,5.7,7.647836999999999,1313,2006,5,5,0.13,57.2,35.8
1313,5.6,8.544947,1314,2006,5,6,0.06,52.9,33.3
1314,6.0,9.74952,1315,2006,5,7,0.0,64.4,40.2
1315,6.9,10.80533,1316,2006,5,8,0.0,69.7,39.6
1316,7.6,11.247817,1317,2006,5,9,0.0,64.4,38.9
1317,8.0,10.5783,1318,2006,5,10,0.0,59.5,34.4
1318,8.5,10.899697999999999,1319,2006,5,11,0.0,61.1,33.8
1319,9.8,13.564604999999998,1320,2006,5,12,0.0,71.9,39.6
1320,13.0,14.453304999999999,1321,2006,5,13,0.0,76.8,50.1
1321,14.0,15.23032,1322,2006,5,14,0.0,75.5,50.2
1322,15.0,19.47081,1323,2006,5,15,0.03,73.4,49.8
1323,18.0,19.529265,1324,2006,5,16,0.0,77.1,51.3
1338,19.0,19.377007,1339,2006,5,31,0.0,63.6,34.9
1339,18.0,18.994020000000003,1340,2006,6,1,0.0,71.7,39.9
1340,18.0,19.169726999999998,1341,2006,6,2,0.0,82.1,48.7
1341,18.0,19.184765,1342,2006,6,3,0.0,82.5,53.0
1342,18.0,18.907297,1343,2006,6,4,0.0,82.2,54.5
1343,18.0,18.709827999999998,1344,2006,6,5,0.0,83.6,55.7
1344,19.0,18.438241,1345,2006,6,6,0.0,85.1,55.2
1356,19.0,14.303763,1357,2006,6,18,0.0,81.6,51.4
1357,18.0,14.363881,1358,2006,6,19,0.0,86.5,53.4
1358,18.0,13.276821,1359,2006,6,20,0.0,85.0,56.1
1359,18.0,12.533614,1360,2006,6,21,0.0,82.3,52.0
1360,17.0,11.863082,1361,2006,6,22,0.0,81.5,54.6
1361,16.0,11.247850999999999,1362,2006,6,23,0.0,82.8,53.6
1362,16.0,10.654927,1363,2006,6,24,0.0,87.9,56.7
1363,15.0,10.072808,1364,2006,6,25,0.0,86.1,61.2
1364,15.0,9.520503,1365,2006,6,26,0.0,87.6,60.8
1365,15.0,8.994089,1366,2006,6,27,0.0,85.5,60.8
1366,16.0,8.506480999999999,1367,2006,6,28,0.0,84.0,60.2
1367,14.0,9.814051,1368,2006,6,29,0.08,82.1,56.2
1368,14.0,7.998228999999999,1369,2006,6,30,0.0,84.2,57.9
1369,14.0,7.5546619999999995,1370,2006,7,1,0.0,84.0,58.0
